Number,MAC,SSID,Frequency,Signal,LAT,LON,ALT,Time,Aprrox. w-center Algo1
78,ec:8c:a2:89:8c:37, ,5220,-86.0,32.10371440835981,35.2078263595938,690.4758805974767,2017-12-03 08:38:13,Aprrox. w-center Algo1
79,ec:8c:a2:0a:08:b8,Ariel_University,2437,-89.0,32.10371440835981,35.2078263595938,690.4758805974767,2017-12-03 08:38:13,Aprrox. w-center Algo1
80,ec:8c:a2:08:7b:88,Ariel_University,2412,-77.0,32.10395115783471,35.20786377093516,690.3267397654319,2017-12-03 08:38:16,Aprrox. w-center Algo1
81,00:25:86:cc:07:b2,KCG_54,2417,-87.0,32.10410016147078,35.20842792478725,703.2732684202417,2017-12-03 08:38:19,Aprrox. w-center Algo1
82,84:c9:b2:4a:e7:87,dlink,2417,-86.0,32.1044140461797,35.20788087493433,689.9496964638441,2017-12-03 08:38:22,Aprrox. w-center Algo1
83,1c:b9:c4:16:cd:68,Ariel_University,2462,-86.0,32.1044140461797,35.20788087493433,689.9496964638441,2017-12-03 08:38:22,Aprrox. w-center Algo1
84,00:1a:dd:f4:f5:c4, ,2472,-93.0,32.10559996797917,35.210083946019836,689.0231325250428,2017-12-03 08:39:13,Aprrox. w-center Algo1
85,00:1a:dd:f4:f5:c5,Afikim_Wifi,2472,-91.0,32.1051395482204,35.20907111905004,689.2440822092434,2017-12-03 08:38:49,Aprrox. w-center Algo1
86,ec:8c:a2:08:92:48,Ariel_University,2437,-85.0,32.10461272357625,35.20792963641949,689.6670161410832,2017-12-03 08:38:25,Aprrox. w-center Algo1
87,ec:8c:a2:08:92:4c,Ariel_University,5180,-88.0,32.10461272357625,35.20792963641949,689.6670161410832,2017-12-03 08:38:25,Aprrox. w-center Algo1
88,f0:b0:52:3e:d6:f8,Ariel_University,2462,-86.0,32.10473074431384,35.20808401590763,689.6319853475801,2017-12-03 08:38:28,Aprrox. w-center Algo1
89,e6:46:da:e4:84:c0,Aviramf phone,2437,-87.0,32.10473074431384,35.20808401590763,689.6319853475801,2017-12-03 08:38:28,Aprrox. w-center Algo1
90,00:27:22:f3:e0:83, ,2412,-88.0,32.10473074431384,35.20808401590763,689.6319853475801,2017-12-03 08:38:28,Aprrox. w-center Algo1
91,ec:8c:a2:26:d2:c8,Ariel_University,2462,-93.0,32.10463137629941,35.20888730350134,690.5715158623817,2017-12-03 08:38:28,Aprrox. w-center Algo1
92,1c:b9:c4:16:05:38,Ariel_University,2462,-91.0,32.10463037057572,35.209751132750505,699.834359552573,2017-12-03 08:38:40,Aprrox. w-center Algo1
93,00:1a:2f:7f:6b:70, ,2472,-89.0,32.105480150114886,35.20995910039976,689.2878649448571,2017-12-03 08:38:43,Aprrox. w-center Algo1
94,b2:6c:ac:a0:7b:4d,magneto,2462,-92.0,32.10466887806425,35.20988924850649,689.048551852648,2017-12-03 08:39:10,Aprrox. w-center Algo1
95,1c:b9:c4:15:44:58,Ariel_University,2462,-93.0,32.10491855730482,35.210608792057805,697.2792040677703,2017-12-03 08:43:02,Aprrox. w-center Algo1
96,c2:6c:ac:a0:7b:4d,outsense,2462,-91.0,32.10451373703992,35.209566645390964,692.8513360567226,2017-12-03 08:41:13,Aprrox. w-center Algo1
97,90:6c:ac:a0:7b:4d,EVE,2462,-92.0,32.10484442814618,35.20986607442591,699.2172643781985,2017-12-03 08:45:00,Aprrox. w-center Algo1
98,1c:b9:c4:16:05:3c,Ariel_University,5180,-91.0,32.104617359952364,35.209437597427666,695.5120296503743,2017-12-03 08:54:11,Aprrox. w-center Algo1
99,90:6c:ac:9f:fb:1f,Guest,2412,-91.0,32.10503859937347,35.20999013889158,688.5591521920572,2017-12-03 08:45:04,Aprrox. w-center Algo1
100,d0:bf:9c:db:31:30,HP-Print-30-Officejet 7610,2437,-91.0,32.10504034705628,35.21011436421872,694.9544634628089,2017-12-03 08:38:49,Aprrox. w-center Algo1
101,f8:e9:03:12:ef:3b,ShapeDo,2437,-90.0,32.10477209848867,35.20959198198432,689.4143706947036,2017-12-03 08:38:52,Aprrox. w-center Algo1
102,a2:6c:ac:9f:fb:27,Neuropplied,5180,-91.0,32.104892803076424,35.2092822465669,690.7444350267791,2017-12-03 08:38:52,Aprrox. w-center Algo1
103,90:6c:ac:9f:fb:27,Guest,5180,-92.0,32.10489300606392,35.20928224839672,690.7435731036957,2017-12-03 08:38:52,Aprrox. w-center Algo1
104,b2:6c:ac:9f:fb:27,iagree,5180,-92.0,32.10489300606392,35.20928224839672,690.7435731036957,2017-12-03 08:38:52,Aprrox. w-center Algo1
105,c2:6c:ac:9f:fb:27,shapedo,5180,-92.0,32.10489300606392,35.20928224839672,690.7435731036957,2017-12-03 08:38:52,Aprrox. w-center Algo1
106,00:27:22:f3:e2:f3, ,2437,-87.0,32.105924522405914,35.21055874734606,688.6737904292652,2017-12-03 08:39:07,Aprrox. w-center Algo1
107,00:27:22:f3:a6:9a, ,2437,-87.0,32.105801846979396,35.21010479765049,688.5497026939919,2017-12-03 08:39:07,Aprrox. w-center Algo1
108,58:70:c6:00:d0:f1,YICarCam_00d0f1,2437,-89.0,32.10577582600903,35.20997089589932,688.5217353450139,2017-12-03 08:38:55,Aprrox. w-center Algo1
109,1c:b9:c4:16:06:e8,Ariel_University,2462,-89.0,32.10584273376777,35.210210781863445,688.5965322405589,2017-12-03 08:38:55,Aprrox. w-center Algo1
110,08:97:58:32:a6:3e,NIPPON_2516,2422,-73.0,32.10572050842588,35.2097599664662,688.5550300637956,2017-12-03 08:38:58,Aprrox. w-center Algo1
111,f8:a9:d0:66:06:4d,Orange G2_4113,2437,-81.0,32.10572050842588,35.2097599664662,688.5550300637956,2017-12-03 08:38:58,Aprrox. w-center Algo1
112,b2:6c:ac:9f:fb:1f,iagree,2412,-91.0,32.104679997506885,35.20973455572097,702.7601317727084,2017-12-03 08:45:45,Aprrox. w-center Algo1
113,1c:b9:c4:15:44:5c,Ariel_University,5220,-91.0,32.1049832884198,35.210202357768374,704.8952444842203,2017-12-03 08:45:24,Aprrox. w-center Algo1
114,1c:b9:c4:15:42:6c,Ariel_University,5240,-89.0,32.105382326454894,35.210379922222494,690.5953548222516,2017-12-03 08:38:58,Aprrox. w-center Algo1
115,00:1a:dd:f5:e9:25,Afikim-73925,2412,-91.0,32.10562571316993,35.21030626994565,689.1763663264628,2017-12-03 08:41:22,Aprrox. w-center Algo1
116,1c:b9:c4:95:42:67, ,5240,-90.0,32.105393533722584,35.21035937704057,690.5277389594698,2017-12-03 08:38:58,Aprrox. w-center Algo1
117,00:11:6b:2a:90:3c,Cartiheal,2462,-92.0,32.10492080273792,35.20973323805967,703.1072222548488,2017-12-03 08:50:10,Aprrox. w-center Algo1
118,1c:b9:c4:14:2f:a8,Ariel_University,2412,-90.0,32.10591114100764,35.21043701631978,688.6622483231179,2017-12-03 08:38:58,Aprrox. w-center Algo1
119,00:1a:dd:f5:e9:24,PEPWAVE_C99D,2412,-90.0,32.105460466409745,35.210257453794235,689.4884991272368,2017-12-03 08:41:22,Aprrox. w-center Algo1
120,00:1a:dd:f4:ef:04,PEPWAVE_9481,2412,-92.0,32.10596257233889,35.210551535528914,688.6825017110157,2017-12-03 08:39:13,Aprrox. w-center Algo1
121,1c:b9:c4:15:42:68,Ariel_University,2462,-92.0,32.105023580466614,35.21079971725657,697.0603594806419,2017-12-03 08:56:03,Aprrox. w-center Algo1
122,00:1a:dd:f5:06:a4, ,2472,-83.0,32.10593532045871,35.21038076777716,688.6045855255679,2017-12-03 08:39:04,Aprrox. w-center Algo1
123,00:1a:dd:f5:06:a5,Afikim_Wifi,2472,-84.0,32.10593532045871,35.21038076777716,688.6045855255679,2017-12-03 08:39:04,Aprrox. w-center Algo1
124,1c:b9:c4:16:06:ec,Ariel_University,5220,-89.0,32.10604981378468,35.21091908466632,688.7622466266455,2017-12-03 08:39:04,Aprrox. w-center Algo1
125,00:1a:dd:f4:ef:c5,Afikim_Wifi,2412,-81.0,32.106089276564596,35.21106968179408,688.7624378298848,2017-12-03 08:39:10,Aprrox. w-center Algo1
126,00:0d:f0:3e:fa:ca,Gateway,2452,-87.0,32.106089276564596,35.21106968179408,688.7624378298848,2017-12-03 08:39:10,Aprrox. w-center Algo1
127,1c:b9:c4:96:06:e7, ,5220,-90.0,32.106129976640474,35.21159973010257,689.0436342811676,2017-12-03 08:39:22,Aprrox. w-center Algo1
128,10:be:f5:36:02:e2,TOP-SECRET,2447,-82.0,32.10614939016676,35.21138726608906,688.8993666020681,2017-12-03 08:39:13,Aprrox. w-center Algo1
129,00:1a:dd:f4:ef:c4, ,2412,-87.0,32.10614939016676,35.21138726608906,688.8993666020681,2017-12-03 08:39:13,Aprrox. w-center Algo1
130,cc:b2:55:e7:7e:ba,Bezeq-NGN_E77EB9,2437,-87.0,32.106181954122206,35.21168763894033,689.1981253462078,2017-12-03 08:39:16,Aprrox. w-center Algo1
131,00:1a:dd:f4:fc:84, ,2447,-77.0,32.106211489963755,35.21194838735254,689.2763252871639,2017-12-03 08:39:19,Aprrox. w-center Algo1
132,00:1a:dd:f4:fc:85,Afikim_Wifi,2447,-78.0,32.106211489963755,35.21194838735254,689.2763252871639,2017-12-03 08:39:19,Aprrox. w-center Algo1
133,f8:e7:1e:33:87:38,Police_Shomron ,2412,-86.0,32.106211489963755,35.21194838735254,689.2763252871639,2017-12-03 08:39:19,Aprrox. w-center Algo1
134,00:1a:dd:f4:fc:64, ,2412,-87.0,32.106211489963755,35.21194838735254,689.2763252871639,2017-12-03 08:39:19,Aprrox. w-center Algo1
135,00:1a:dd:f4:fc:65,Afikim_Wifi,2412,-90.0,32.106211489963755,35.21194838735254,689.2763252871639,2017-12-03 08:39:19,Aprrox. w-center Algo1
136,1c:b9:c4:16:cd:18,IT-MNG,2412,-88.0,32.105760148875554,35.21206399289527,690.460869314654,2017-12-03 08:39:25,Aprrox. w-center Algo1
137,00:27:19:13:fc:a4,KCG_20,2462,-91.0,32.10520095441039,35.21181344655401,694.5187617004624,2017-12-03 08:47:20,Aprrox. w-center Algo1
138,1c:b9:c4:56:cd:18,Ariel_University,2412,-90.0,32.105755717208204,35.21206208631172,690.4771826394856,2017-12-03 08:39:25,Aprrox. w-center Algo1
139,f8:e7:1e:33:87:3c,Police_Shomron ,5180,-86.0,32.10578181130056,35.21207187967583,690.5323471428377,2017-12-03 08:39:28,Aprrox. w-center Algo1
140,1c:b9:c4:15:fd:e8,IT-MNG,2462,-89.0,32.10534576509134,35.21169309934411,691.3431389455745,2017-12-03 08:44:52,Aprrox. w-center Algo1
141,1c:b9:c4:16:cd:1c,Ariel_University,5180,-88.0,32.10578181130056,35.21207187967583,690.5323471428377,2017-12-03 08:39:28,Aprrox. w-center Algo1
142,1c:b9:c4:55:fd:e8,Ariel_University,2462,-91.0,32.105138425532736,35.21141955571389,698.5747888633091,2017-12-03 08:44:52,Aprrox. w-center Algo1
143,1c:b9:c4:15:fd:ec,Ariel_University,5200,-83.0,32.10533711925973,35.2118598855837,691.9964341016355,2017-12-03 08:39:34,Aprrox. w-center Algo1
144,1c:b9:c4:15:3a:28,Ariel_University,2412,-87.0,32.105448644069995,35.21192983211315,691.5885470680463,2017-12-03 08:39:34,Aprrox. w-center Algo1
145,1c:b9:c4:15:36:9c,Ariel_University,5180,-88.0,32.105191757257465,35.2112199723324,703.6200349313401,2017-12-03 08:39:34,Aprrox. w-center Algo1
146,1c:b9:c4:96:cd:17, ,5180,-89.0,32.105448644069995,35.21192983211315,691.5885470680463,2017-12-03 08:39:34,Aprrox. w-center Algo1
147,1c:b9:c4:15:36:98,Ariel_University,2412,-91.0,32.10515114555408,35.211164576834996,700.350465254138,2017-12-03 08:40:43,Aprrox. w-center Algo1
148,1c:b9:c4:15:3a:2c,Ariel_University,5180,-92.0,32.105338150765675,35.21187487697705,692.0554072332519,2017-12-03 08:39:37,Aprrox. w-center Algo1
149,24:79:2a:2b:34:a8,Ariel_University,2462,-92.0,32.105338150765675,35.21187487697705,692.0554072332519,2017-12-03 08:39:37,Aprrox. w-center Algo1
150,1c:b9:c4:16:05:78,Ariel_University,2437,-92.0,32.104805662062105,35.21094137885347,701.4216072144193,2017-12-03 08:39:43,Aprrox. w-center Algo1
151,1c:b9:c4:16:2b:e8,Ariel_University,2437,-92.0,32.104806165040834,35.21082039842853,690.6748164179094,2017-12-03 08:39:46,Aprrox. w-center Algo1
152,8c:0c:90:af:76:53, ,2437,-90.0,32.105210120790346,35.21178480914369,692.3377115782242,2017-12-03 08:39:49,Aprrox. w-center Algo1
153,24:79:2a:2b:34:e8,Ariel_University,2412,-91.0,32.10507123327566,35.21145722461369,693.5785828198289,2017-12-03 08:40:16,Aprrox. w-center Algo1
154,1c:b9:c4:15:44:88,Ariel_University,2437,-91.0,32.104748376236714,35.21094701982522,696.7827687919405,2017-12-03 08:40:22,Aprrox. w-center Algo1
155,1c:b9:c4:15:ed:48,Ariel_University,2412,-92.0,32.10470507469252,35.21121673311417,690.8093782577394,2017-12-03 08:49:49,Aprrox. w-center Algo1
156,8c:0c:90:2f:d3:d8,Ariel_University,2462,-90.0,32.10450242754861,35.21095633191016,695.2145993359444,2017-12-03 08:40:28,Aprrox. w-center Algo1
157,ec:8c:a2:08:79:a8,Ariel_University,2437,-82.0,32.104697508718836,35.210758098403275,693.515546031181,2017-12-03 08:40:34,Aprrox. w-center Algo1
158,1c:b9:c4:95:ed:47, ,5220,-87.0,32.104906121909195,35.21135241304572,691.7266026300563,2017-12-03 08:40:34,Aprrox. w-center Algo1
159,1c:b9:c4:15:ed:4c,Ariel_University,5220,-88.0,32.1048674859546,35.21138014652286,690.8633013150281,2017-12-03 08:40:34,Aprrox. w-center Algo1
160,ec:8c:a2:08:79:88,Ariel_University,2412,-92.0,32.10493454942741,35.210993687799785,688.9904963388942,2017-12-03 08:45:01,Aprrox. w-center Algo1
161,ec:8c:a2:08:79:ac,Ariel_University,5180,-89.0,32.104919099001776,35.211301549688564,693.8682117313017,2017-12-03 08:40:34,Aprrox. w-center Algo1
162,1c:b9:c4:14:36:f8,Ariel_University,2437,-90.0,32.104519883098945,35.211279570886184,694.6482809964774,2017-12-03 08:40:34,Aprrox. w-center Algo1
163,1c:b9:c4:16:05:7c,Ariel_University,5180,-91.0,32.104875348940055,35.21081991902829,708.9043805783167,2017-12-03 08:40:34,Aprrox. w-center Algo1
164,1c:b9:c4:14:2b:c8,Ariel_University,2437,-88.0,32.1049008091036,35.21116126019537,692.5343568671238,2017-12-03 08:43:02,Aprrox. w-center Algo1
165,1c:b9:c4:14:2b:cc,Ariel_University,5180,-87.0,32.10504392751344,35.21106960662548,702.0456994786932,2017-12-03 08:40:37,Aprrox. w-center Algo1
166,1c:b9:c4:15:41:78,Ariel_University,2412,-89.0,32.10438435540845,35.21047398549872,700.3814803088608,2017-12-03 08:45:12,Aprrox. w-center Algo1
167,1c:b9:c4:94:2b:c7, ,5180,-90.0,32.1050271314145,35.21103245039248,700.7822284453173,2017-12-03 08:40:37,Aprrox. w-center Algo1
